archivo,clase,rms,zcr,centroid,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,cluster,concentracion
100648-1-1-0.wav,car_horn,0.032623548,0.13594386888586957,2287.9021648890116,-195.3337,99.1228,-16.376389,2.7363448,-14.81755,-22.510544,-14.410313,-6.2838273,-17.809626,-0.27872965,-11.932,-3.062605,-15.994422,0,moderado
100648-1-2-0.wav,car_horn,0.04388694,0.2022026909722222,2658.458052478565,-200.00314,79.350815,-13.392574,17.59861,-14.156729,-16.691835,-7.9829426,-8.638725,-20.973171,-0.72656864,-10.11134,-15.03731,-1.3193893,0,moderado
100648-1-3-0.wav,car_horn,0.028335668,0.15912388392857144,2428.11052341366,-196.05116,90.81921,-17.248508,14.91505,-9.0664425,-14.556082,-11.626996,-2.5020792,-25.558418,0.6637602,-7.897698,-5.485175,-14.353749,0,moderado
100648-1-4-0.wav,car_horn,0.31865472,0.20066550925925927,3234.695901300102,-114.125336,53.49515,-10.338029,10.012977,2.3261793,-16.321623,-21.841566,5.2165275,-22.578325,-4.0594196,-7.6487207,0.71236926,-9.819507,1,no_favorable
100652-3-0-0.wav,dog_bark,0.08359705,0.14936890354046242,2134.56399717632,-272.6298,96.86443,-86.22162,-9.168318,4.169064,-16.86398,-13.483451,-0.15073487,-6.5874715,12.746602,11.142547,10.575512,2.8224592,0,moderado
100652-3-0-1.wav,dog_bark,0.08581513,0.15389891166907516,2092.1316333339146,-291.9501,100.77206,-94.797745,-11.993613,7.0691833,-18.438421,-16.285732,-1.0658537,-8.600837,10.796624,11.014714,12.148184,2.721354,0,moderado
100652-3-0-2.wav,dog_bark,0.07926386,0.15378601427023122,2091.179248435863,-300.3544,102.79726,-90.32626,-12.500052,9.068973,-20.856758,-16.338366,-2.2118804,-5.5252585,13.1684065,9.198417,9.296825,1.7115626,0,moderado
100652-3-0-3.wav,dog_bark,0.0955267,0.14884110820086704,2014.3198774545347,-298.82608,103.67769,-94.644806,-13.064194,10.258672,-25.48512,-16.722872,-4.510607,-4.0122833,13.7544,13.553985,11.025494,0.5917386,0,moderado
100795-3-0-0.wav,dog_bark,0.11188299,0.14498283959537572,2159.3482593465988,-324.0375,81.677765,-77.17256,-31.382875,12.934333,7.1484094,-0.73404187,7.4032154,-3.94766,-4.0288844,2.0265043,6.122227,8.211034,0,moderado
100795-3-1-0.wav,dog_bark,0.08224163,0.1279155753251445,1989.775526456876,-336.19812,110.959335,-69.60012,-43.581577,1.0348847,0.3448971,-11.641599,3.24305,2.4547048,15.228357,7.1552143,-5.737228,0.06545897,0,moderado
100795-3-1-1.wav,dog_bark,0.07980577,0.13010013999277456,2076.102532369948,-347.94595,104.199356,-70.17334,-39.588703,3.238104,2.3974912,-10.652912,5.8240404,3.4268947,14.354027,4.0092807,-9.973881,-1.6792289,0,moderado
100795-3-1-2.wav,dog_bark,0.08287336,0.13088759934971098,2023.637126725885,-337.91812,109.692444,-73.11418,-42.995564,4.8621874,3.989876,-12.979725,2.4503546,-0.11945268,11.741177,3.051191,-9.380275,0.66853666,0,moderado
100852-0-0-0.wav,air_conditioner,0.09717547,0.18692140083092484,2742.2662992787405,-49.107483,71.483604,-40.426373,37.456017,7.3168077,11.30617,9.101059,5.0313587,-2.3095415,1.462998,-4.301825,5.503914,-2.359694,1,no_favorable
100852-0-0-1.wav,air_conditioner,0.09630059,0.1819680274566474,2707.0464472744043,-46.19962,73.00435,-40.526543,37.995495,8.0079,11.861319,9.544369,4.6501126,-3.033012,1.6128087,-3.746855,5.3661127,-2.6387918,1,no_favorable
100852-0-0-10.wav,air_conditioner,0.103250414,0.18444612536127167,2798.6217677247537,-37.8722,68.41028,-35.88687,37.11995,9.585915,12.233937,7.2880435,5.462132,-3.051937,2.4541879,-2.1637053,4.8738446,-2.4307396,1,no_favorable
100852-0-0-11.wav,air_conditioner,0.102517165,0.1849005373916185,2808.7301603611713,-38.783283,67.95723,-35.537216,37.295795,9.238687,12.377478,6.7706065,5.023966,-2.823975,2.147257,-2.300012,5.092472,-1.625202,1,no_favorable
100852-0-0-12.wav,air_conditioner,0.09571228,0.18691293352601157,2787.151091913874,-44.694904,69.14155,-36.83269,37.607647,7.2207513,12.550011,7.7139306,4.5007343,-2.9730997,2.323992,-2.1427155,4.163536,-1.2878342,1,no_favorable
100852-0-0-13.wav,air_conditioner,0.09181527,0.18963093840317918,2785.7742320105995,-47.72907,69.42536,-37.333828,38.019413,6.1446853,12.263909,8.405634,4.3762264,-2.9506402,2.291645,-1.6858431,3.6278062,-1.6906823,1,no_favorable
100852-0-0-14.wav,air_conditioner,0.092063084,0.19152196983381503,2790.957392750024,-47.441254,69.24389,-37.308105,38.70163,6.1191726,11.547617,7.8702073,4.513675,-2.498867,1.7500261,-1.6259503,3.821351,-1.8484949,1,no_favorable
100852-0-0-15.wav,air_conditioner,0.09433008,0.18825359013728324,2775.7726182986667,-46.385418,69.78547,-37.29212,39.24993,7.0652742,11.857746,7.896991,4.3080244,-2.0461874,1.5043991,-1.7588134,4.257516,-1.8287137,1,no_favorable
100852-0-0-16.wav,air_conditioner,0.09435869,0.18808706647398843,2789.013883898952,-46.412266,69.086555,-36.857124,38.860283,7.693634,12.227965,8.356616,3.8516817,-2.0794554,1.6341938,-2.3703005,4.4308534,-1.5158519,1,no_favorable
100852-0-0-17.wav,air_conditioner,0.09431982,0.18656295158959538,2784.844278678049,-46.128696,69.59733,-36.866856,37.628094,6.833951,11.823671,8.711225,4.3545923,-1.6713077,2.3676941,-2.4511483,4.7256966,-1.399714,1,no_favorable
100852-0-0-18.wav,air_conditioner,0.09416017,0.18755644869942195,2770.741414114645,-45.942654,70.56926,-37.514675,36.638252,6.448643,11.162409,8.465849,5.317442,-1.8145193,1.791228,-2.1095407,4.4876904,-1.8644791,1,no_favorable
100852-0-0-19.wav,air_conditioner,0.09367851,0.18662504515895953,2766.186640382781,-46.25084,70.96993,-37.44435,36.633133,6.078981,11.6132965,8.626876,6.046275,-2.0910869,1.4054224,-2.2929697,3.9723704,-1.8567076,1,no_favorable
100852-0-0-2.wav,air_conditioner,0.095828,0.18221357929913296,2697.3466830275015,-46.912815,73.38937,-40.260193,37.912876,7.831309,11.815092,9.59037,4.69901,-2.8243454,0.6941607,-3.7749848,5.726109,-2.2025888,1,no_favorable
100852-0-0-20.wav,air_conditioner,0.09528158,0.184714256683526,2805.4003361684004,-45.35688,68.44755,-35.749767,37.154884,7.220881,12.618043,9.073678,5.6341963,-2.736567,2.5234184,-2.9502988,3.9599335,-1.2052459,1,no_favorable
100852-0-0-21.wav,air_conditioner,0.09602408,0.18273855220375723,2815.43179856207,-46.108677,67.119,-35.378838,38.147644,8.900291,13.20641,8.581216,5.277667,-3.2560008,2.390097,-2.775853,3.1824415,-1.1457604,1,no_favorable
100852-0-0-22.wav,air_conditioner,0.09520427,0.1803366600433526,2776.1795614653583,-47.443924,69.16799,-35.942867,38.316174,8.900848,13.067092,7.6649065,6.065235,-3.0848162,1.3093704,-2.516488,2.3935714,-1.2334197,1,no_favorable
100852-0-0-23.wav,air_conditioner,0.09353621,0.1842457324783237,2784.0937813508804,-47.581078,69.33247,-35.819736,37.65617,8.606262,12.32211,6.930005,6.3111734,-3.641277,1.2423586,-2.783388,2.020772,-1.8100787,1,no_favorable
100852-0-0-24.wav,air_conditioner,0.09498226,0.18649239071531792,2790.287009507553,-46.898777,68.946655,-36.324722,37.892635,9.092317,11.891161,6.8374615,6.5690303,-3.635432,1.1201981,-2.308253,2.1763947,-2.4326365,1,no_favorable
100852-0-0-25.wav,air_conditioner,0.096730314,0.18496263096098267,2801.766744143057,-45.809055,68.1664,-36.23297,38.09152,9.578729,11.759237,6.890285,6.8798757,-2.8882356,0.74867964,-2.3723836,2.232067,-2.4361424,1,no_favorable
100852-0-0-26.wav,air_conditioner,0.09573919,0.18279782333815028,2809.119365074215,-45.96941,68.22872,-35.18634,37.80552,8.658763,11.744918,6.643675,5.8967996,-3.7098227,1.0600047,-2.9447162,1.2507281,-2.4817054,1,no_favorable
100852-0-0-27.wav,air_conditioner,0.095674545,0.18007135115606937,2801.4758520892156,-47.02263,68.567764,-34.515987,37.84547,8.631572,12.265919,6.47912,5.207614,-4.3148546,1.3010749,-2.6540759,0.924831,-2.2236032,1,no_favorable
100852-0-0-28.wav,air_conditioner,0.09532273,0.18028867864884393,2806.557024367559,-46.816418,68.39322,-34.54469,37.05084,8.773293,12.632483,6.1841,4.8980255,-4.118702,1.8834285,-1.8844513,1.0104907,-2.1803653,1,no_favorable
100852-0-0-29.wav,air_conditioner,0.09662064,0.18154466221098267,2836.35208343542,-44.658432,67.51676,-33.255424,36.20835,8.4476185,12.259139,6.254152,4.7747684,-4.151856,2.854615,-1.7479281,0.6457641,-2.1110394,1,no_favorable
100852-0-0-3.wav,air_conditioner,0.09650074,0.18121443731936415,2695.9560759959613,-46.466022,73.48496,-39.630974,37.85529,7.9536223,11.901846,8.730263,4.987537,-2.8539214,0.52180094,-4.0297766,5.81899,-2.4124675,1,no_favorable
100852-0-0-30.wav,air_conditioner,0.102717504,0.18172529804913296,2879.747763057789,-40.487823,65.09179,-31.316235,36.414013,9.67709,12.132743,7.2723613,6.024286,-3.6592553,3.3625126,-1.5475427,1.9042968,-0.78547645,1,no_favorable
100852-0-0-4.wav,air_conditioner,0.09849488,0.1828232252528902,2715.0299430344626,-44.0889,72.404755,-39.082413,38.116844,8.316432,11.747331,7.868413,4.9084034,-3.190971,1.3762445,-3.600375,5.4873877,-2.64086,1,no_favorable
100852-0-0-5.wav,air_conditioner,0.099254616,0.1856823518786127,2738.7124416046718,-42.705498,71.21645,-38.80762,38.02761,8.088241,11.963847,8.257113,5.1896977,-2.633604,1.2880294,-3.2808654,5.0715904,-2.5465193,1,no_favorable
100852-0-0-6.wav,air_conditioner,0.097785585,0.18725727059248554,2764.7080027292627,-43.047916,70.08624,-38.556686,37.839832,8.368865,12.044212,7.874571,4.9019895,-2.5566254,1.0272089,-3.5564518,4.9464254,-2.9511855,1,no_favorable
100852-0-0-7.wav,air_conditioner,0.1030113,0.19282875722543352,2815.7032712946416,-40.61719,67.603584,-38.983635,36.544662,9.4625,11.96099,6.633897,3.3286405,-2.4844587,1.4442395,-4.223605,4.800242,-3.1001265,1,no_favorable
100852-0-0-8.wav,air_conditioner,0.103195764,0.19233765354046242,2807.2792799135786,-40.445133,68.16036,-38.941456,36.114235,8.798409,11.820069,6.69204,3.836574,-2.2083375,1.402715,-3.7462244,4.6981926,-3.344655,1,no_favorable
100852-0-0-9.wav,air_conditioner,0.09869007,0.1870201860549133,2773.436375781328,-41.79047,69.71592,-37.559074,37.22351,8.4453125,11.960585,7.551861,5.514932,-2.9531295,1.4622679,-2.6513207,4.636457,-3.1015706,1,no_favorable
101281-3-0-0.wav,dog_bark,0.04703359,0.25868180997109824,3574.630966164449,-184.81583,23.799057,-51.840645,-5.3171353,-12.500068,-10.222601,-8.114818,3.9931936,-2.5817142,0.5699618,0.35835108,9.306671,-2.243751,1,no_favorable
101281-3-0-14.wav,dog_bark,0.10932128,0.2187528224349711,3289.8774644550476,-66.69325,29.730728,-58.10033,-11.508693,-21.295567,-14.647393,-14.07329,-0.6696185,-6.504671,2.918429,4.6849027,9.945072,1.9252945,1,no_favorable
101281-3-0-5.wav,dog_bark,0.059149925,0.22610526553468208,3194.7418966295327,-140.41449,37.12087,-60.389343,0.59054,-13.33902,-12.822136,-10.815989,2.4668047,-4.1321197,0.34634233,1.6810868,7.4508104,-5.2745504,1,no_favorable
101382-2-0-10.wav,children_playing,0.02591917,0.15976110910404626,2444.6111982772927,-333.02533,59.380127,-87.03345,-14.010736,-29.426847,-27.83182,-29.44013,-29.95786,-22.71935,-16.946796,-12.177394,-7.2340264,-3.3867252,0,moderado
101382-2-0-12.wav,children_playing,0.03508915,0.15856439667630057,2481.3018580841726,-311.62625,52.495674,-87.01849,-5.8737164,-38.969753,-24.687141,-25.61027,-28.710073,-24.815924,-21.682903,-14.286777,-3.4831846,4.1327305,0,moderado
101382-2-0-20.wav,children_playing,0.059306383,0.1370038159320809,2279.5685799328403,-289.1585,70.849144,-84.04736,-22.573788,-30.695944,-26.429365,-19.035362,-21.71864,-15.31635,-24.057398,-14.858299,2.971809,-9.073599,0,moderado
101382-2-0-21.wav,children_playing,0.08658965,0.14970759573699421,2438.7139476662182,-259.40878,56.83137,-86.82827,-17.881353,-30.181835,-25.296545,-15.452698,-22.386566,-13.843277,-21.655357,-4.9447083,6.234465,-6.8464956,0,moderado
101382-2-0-29.wav,children_playing,0.06144931,0.15922202402456648,2533.371671349517,-287.6734,58.03704,-81.151375,-14.24287,-31.792545,-14.779346,-15.432168,-26.994005,-6.84401,-20.816742,-13.683595,-2.808702,-1.6082746,0,moderado
101382-2-0-33.wav,children_playing,0.026420549,0.1628008715679191,2480.451516057073,-325.96185,66.277695,-77.95157,-7.4517674,-28.585608,-21.226088,-16.437088,-31.163935,-15.270957,-14.817718,-17.33367,-2.1818466,-5.7580056,0,moderado
101382-2-0-42.wav,children_playing,0.020857545,0.1430494716401734,2483.8578517214646,-339.10986,63.283394,-67.65535,-22.47146,-28.422258,-19.797235,-25.714996,-17.923998,-23.174559,-15.11944,-13.67824,-10.780996,-6.521804,0,moderado
101382-2-0-45.wav,children_playing,0.0065895123,0.13675544165462428,2384.9879425431195,-380.05093,75.71202,-64.95721,-16.29545,-26.886477,-23.262926,-28.105062,-17.076906,-24.34235,-15.212591,-15.607242,-8.170016,-7.085321,0,moderado
101415-3-0-2.wav,dog_bark,0.11329855,0.04097046604046243,1272.3226017645682,-402.43027,92.26344,19.303581,-13.194186,-5.806571,2.408588,-14.885648,-8.0709305,-9.417302,-6.220678,0.9733787,-5.7620897,1.6563405,2,favorable
101415-3-0-3.wav,dog_bark,0.10774758,0.041645027998554913,1091.8491855042453,-366.39005,126.18357,31.372793,-23.60194,-12.954138,0.48496127,-26.859758,-19.409348,-21.998045,-10.158171,2.2431238,-5.574069,5.3204246,0,moderado
101415-3-0-8.wav,dog_bark,0.08618317,0.04863055455202312,1469.074969294914,-421.29434,68.70462,11.104475,-1.110441,2.8193455,2.4007094,-8.490098,-2.8689368,-2.9511654,-1.1805571,4.1246753,0.014887848,-0.73680353,2,favorable
101729-0-0-1.wav,air_conditioner,0.117831066,0.36118418081647397,5065.193847004597,-173.58665,3.4423432,28.144503,26.33706,-3.8721168,14.699255,6.9230323,5.8280945,16.05291,-2.674883,10.821246,1.4234778,-1.1269034,1,no_favorable
101729-0-0-11.wav,air_conditioner,0.12403454,0.279008986632948,4542.653220037543,-222.71715,26.865116,37.549767,25.50334,-6.2443814,17.3627,5.77815,2.44052,22.836855,-8.735928,14.248152,-1.0543522,-5.804055,1,no_favorable
101729-0-0-12.wav,air_conditioner,0.1262462,0.32564407966040465,4902.830398846465,-199.33167,12.70457,35.561935,25.228739,-5.0992813,15.599327,5.1765532,3.9954472,18.831858,-5.741626,12.191604,-0.35621876,-3.9396267,1,no_favorable
101729-0-0-13.wav,air_conditioner,0.12278636,0.3520733607297688,5081.332822360579,-182.7916,4.4259458,32.05236,26.603096,-3.896126,14.676296,4.775763,5.87907,15.210994,-2.2918282,10.379667,0.07481332,-2.6125336,1,no_favorable
101729-0-0-14.wav,air_conditioner,0.1127217,0.29544967033959535,4657.044528390202,-204.93951,17.88366,32.525833,27.383072,-4.1298604,16.134853,5.3265324,5.9512424,17.061,-2.6398911,9.742667,0.6004476,-3.2562213,1,no_favorable
101729-0-0-16.wav,air_conditioner,0.11418322,0.22960790733381503,3988.405345559901,-241.15056,43.064316,34.691025,25.37166,-6.0802727,18.053928,4.925066,4.3385434,22.943613,-7.659613,11.788193,1.1119329,-5.765304,1,no_favorable
101729-0-0-17.wav,air_conditioner,0.110350996,0.209128319183526,3893.9435360710463,-244.13313,44.63204,33.622375,24.797503,-4.4075437,17.229633,4.1952505,5.0822988,21.861536,-6.2362547,10.76137,1.5480846,-5.9306936,1,no_favorable
101729-0-0-18.wav,air_conditioner,0.11469273,0.21852702763728324,3906.592827114739,-246.66014,45.826763,33.170265,24.071918,-4.8341274,18.095522,3.931806,2.871201,24.205915,-6.8455606,12.198657,1.6354246,-6.658992,1,no_favorable
101729-0-0-19.wav,air_conditioner,0.113258675,0.22290744671242774,3900.211286272739,-247.61656,46.90786,32.418484,24.834448,-5.3940234,18.501686,4.427518,1.6543012,25.618866,-8.242322,11.934144,1.2223248,-6.736097,1,no_favorable
101729-0-0-21.wav,air_conditioner,0.10685579,0.2103137418713873,3757.410426138664,-251.68199,51.042053,31.314217,23.879301,-5.4286623,17.181557,4.890707,2.5540376,23.32114,-8.115763,11.179122,0.7913313,-6.797569,1,no_favorable
101729-0-0-22.wav,air_conditioner,0.112956084,0.20782153179190752,3784.243631569775,-252.3332,50.45161,31.646454,24.176329,-5.464317,16.877789,5.582809,2.5091348,23.65797,-8.243518,10.665298,1.145921,-6.93516,1,no_favorable
101729-0-0-23.wav,air_conditioner,0.12272544,0.2298280572615607,4009.7319222665797,-247.12012,43.79516,33.967854,24.374525,-6.6987557,17.925491,6.374985,2.0953007,25.189472,-9.87935,11.76595,1.0675949,-6.398597,1,no_favorable
101729-0-0-24.wav,air_conditioner,0.12596212,0.2414141528179191,4103.452611047076,-244.59106,41.079205,35.637257,24.098608,-7.0602207,18.671618,5.6185255,1.6784859,25.726852,-10.06165,12.910852,0.36529604,-6.424469,1,no_favorable
101729-0-0-26.wav,air_conditioner,0.11673391,0.23678253703034682,4055.1971076079335,-243.46022,43.54077,34.79291,24.673376,-7.8184347,17.201881,5.2290864,2.6385293,25.89983,-9.579051,12.628592,0.39172152,-6.5505533,1,no_favorable
101729-0-0-28.wav,air_conditioner,0.10857392,0.22585971369219654,4017.5851267479884,-242.80162,41.587288,33.41058,27.003523,-3.9911292,16.560596,5.5512652,3.826965,22.94896,-6.579159,10.147492,0.33235663,-6.2072544,1,no_favorable
101729-0-0-29.wav,air_conditioner,0.11068097,0.23508343117774566,4197.548030765871,-236.90318,35.539146,36.038193,26.13882,-3.9558134,16.669405,4.85471,4.387917,22.516453,-5.8585424,10.264599,0.081896216,-5.1673183,1,no_favorable
101729-0-0-3.wav,air_conditioner,0.12789398,0.3403489658598266,5025.81125228403,-184.29085,5.45604,33.59494,26.714497,-2.3386388,15.826773,5.1381516,6.2045674,17.257324,-2.4699335,12.391001,1.9090612,-1.2879641,1,no_favorable
101729-0-0-32.wav,air_conditioner,0.112656154,0.26635318822254334,4469.6612914731995,-227.58762,26.738274,38.49632,25.688013,-5.5902257,17.229145,4.488028,3.178049,22.415197,-6.8694468,11.552505,1.4320772,-5.873434,1,no_favorable
101729-0-0-33.wav,air_conditioner,0.11046308,0.2664491510115607,4436.350606897052,-229.35414,27.450144,37.09751,26.632265,-5.5404224,16.450926,4.8657527,3.4274812,23.007322,-6.580518,10.977141,0.96270734,-5.8360343,1,no_favorable
101729-0-0-36.wav,air_conditioner,0.10481992,0.2500649160043353,4294.582452134996,-229.83865,31.917797,36.07769,25.509682,-4.061551,16.660963,5.0951967,4.226696,21.559948,-4.344068,9.806815,1.7957393,-5.2882676,1,no_favorable
101729-0-0-37.wav,air_conditioner,0.098481834,0.2364890037933526,4268.674648704076,-229.61221,32.720825,36.43247,24.773373,-2.9574912,15.7460575,5.368634,4.8924766,20.073376,-3.2175286,8.58262,1.8833022,-5.1468267,1,no_favorable
101729-0-0-38.wav,air_conditioner,0.10477812,0.248391212066474,4384.831381618225,-227.47954,29.75346,36.661522,25.002302,-4.940316,15.190773,4.913244,4.395281,20.956501,-4.4239817,9.330082,1.2742046,-4.4510245,1,no_favorable
101729-0-0-39.wav,air_conditioner,0.10862068,0.2612784501445087,4532.109226584881,-223.6577,24.608494,37.319363,25.045221,-5.373301,16.176765,5.3913016,3.6726205,20.306232,-5.0848017,9.724497,1.244916,-4.511248,1,no_favorable
101729-0-0-4.wav,air_conditioner,0.12040962,0.3338263186416185,4971.843530471716,-188.58359,7.9209733,32.499496,25.587467,-3.694792,15.320702,4.4134307,6.115567,16.746206,-2.0756607,10.953867,2.2572494,-1.9740391,1,no_favorable
101729-0-0-40.wav,air_conditioner,0.10687278,0.26299166817196534,4567.383052287265,-223.14911,23.233072,37.15371,25.102158,-5.0505123,16.270369,5.308892,3.7515433,18.88141,-4.042047,9.575365,1.2593756,-4.554751,1,no_favorable
101729-0-0-6.wav,air_conditioner,0.11613991,0.2775497877528902,4611.083878582411,-214.03021,23.387554,37.619633,24.664745,-5.311259,16.892397,5.5996456,4.0300856,20.57688,-5.718498,12.021687,0.7955278,-4.6236134,1,no_favorable
101729-0-0-9.wav,air_conditioner,0.11995686,0.26652817919075145,4424.077874976015,-221.25754,28.20685,33.800934,27.52425,-6.588514,15.018981,5.424708,3.230357,20.980082,-5.2438335,13.001654,-0.25446203,-2.7121134,1,no_favorable
101848-9-0-0.wav,street_music,0.04905529,0.05845545068641619,1379.222281350777,-219.21852,144.59772,-3.2722409,10.478357,12.348385,7.7171273,-7.9704065,5.313339,8.448253,-0.8247395,-5.17249,2.1384444,-3.32441,2,favorable
101848-9-0-1.wav,street_music,0.047776476,0.055122154985549135,1372.6657916323018,-220.89938,144.97063,-4.152257,9.872785,11.96584,9.190612,-7.90257,8.014342,6.938769,-0.5332644,-6.4540887,1.5467528,-3.6914804,2,favorable
101848-9-0-2.wav,street_music,0.04690069,0.06535065932080925,1480.377736208858,-219.28653,138.1058,-1.6331979,10.54687,9.442604,11.844498,-8.511701,9.613272,5.4370584,-4.792039,-8.011156,0.41731155,-2.887834,2,favorable
101848-9-0-3.wav,street_music,0.05014719,0.06043115516618497,1374.6699549442858,-224.46338,145.60695,-1.6756837,10.994343,10.010615,12.727025,-5.944498,6.288855,1.8491945,-5.480205,-6.5703506,-0.8426355,-4.810992,2,favorable
101848-9-0-8.wav,street_music,0.04223974,0.05311822615606936,1343.3523163878651,-234.90146,149.48329,-1.8016356,10.838568,8.305273,11.17665,-9.709814,0.75732464,5.7104526,-0.99271697,-3.4213412,2.7675462,-1.4884696,2,favorable
101848-9-0-9.wav,street_music,0.042146854,0.05990900469653179,1430.7313255849945,-228.88254,142.99632,-1.2449654,11.73581,8.639889,10.858924,-11.524765,3.8133104,6.3657374,1.240792,-1.3508712,2.9107225,-1.8584422,2,favorable
102102-3-0-0.wav,dog_bark,0.015449594,0.1342081098414179,2284.820711459053,-283.18597,100.11285,-41.654274,-2.3452425,-9.652526,-9.962847,3.1108084,-4.917022,2.5185297,6.065684,1.3500922,11.829987,-4.160141,0,moderado
102103-3-0-0.wav,dog_bark,0.023999432,0.12837550951086957,2559.913592678392,-254.0121,80.77974,-43.70076,-4.073882,-6.447417,-7.2665715,2.5574672,-9.005347,4.895585,10.178817,6.605143,12.020375,-2.5018368,2,favorable
102103-3-1-0.wav,dog_bark,0.010903938,0.17167394301470587,2648.373348737507,-280.84244,80.6354,-40.091034,12.009059,-0.25785828,-11.275472,1.4135144,-3.7090006,-3.32084,7.1621227,2.159436,10.01287,0.98871815,0,moderado
102104-3-0-0.wav,dog_bark,0.0276847,0.14133649553571428,2358.8799869983786,-254.78256,93.036896,-46.622837,2.4423149,-10.854549,-4.540368,-3.2002215,-1.4850787,7.1873155,2.7813492,3.9168253,6.287991,1.386215,0,moderado
102105-3-0-0.wav,dog_bark,0.028221775,0.1351212518063584,2446.02861252526,-243.28743,86.92493,-48.30121,-3.0539234,-9.0854225,-7.056676,-0.7599553,-6.3997436,5.344776,4.316207,2.7233837,10.811347,-1.9033229,0,moderado
102106-3-0-0.wav,dog_bark,0.036262445,0.1299928477112676,2280.391529591677,-253.16664,98.504845,-41.171967,-14.738835,-8.16391,-6.949661,2.5072906,-1.2853571,8.260894,4.6645226,7.079025,17.37092,1.2309647,2,favorable
102305-6-0-0.wav,gun_shot,0.032722093,0.05694310011061947,1427.121007329621,-383.8466,128.0813,29.695759,18.477648,-6.304208,0.6206944,-2.9178262,5.958186,2.5473633,5.0510955,-1.9341486,0.7151032,2.3239386,2,favorable
102547-3-0-2.wav,dog_bark,0.053978432,0.05242108471820809,1623.0250425460947,-498.53378,59.992527,12.801137,0.11116584,-1.7390486,4.3367233,-7.2841263,-1.9294133,-2.3027174,-5.838857,1.1361436,2.8634136,0.42592227,2,favorable
102547-3-0-7.wav,dog_bark,0.059651226,0.07038023843930635,1817.8218690053925,-475.25317,40.43817,5.5438685,-4.4240623,-3.015831,-0.36789283,-4.6803503,-1.2085261,-1.5135918,-3.5381649,-0.10178393,1.2887545,1.4646041,2,favorable
102547-3-0-8.wav,dog_bark,0.07567921,0.0699850975433526,1680.6402251401107,-444.2385,88.993744,10.149237,-8.371315,-7.837045,-0.39804658,-12.822999,-5.9089146,-6.153035,-9.272267,-0.88485897,2.1640005,-1.5384916,2,favorable
102842-3-0-1.wav,dog_bark,0.013806931,0.059691677203757225,1964.6913910648905,-392.07623,99.93547,39.11113,30.799818,10.718008,11.876124,0.27495018,2.6411119,-5.765363,-2.0242686,-7.755505,-2.454248,-4.992349,2,favorable
