archivo,clase,rms,zcr,centroid,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
1-115920-A-22.wav,clapping,0.028950792,0.1415930951950867,2653.7372695349068,-319.54413,62.133812,-58.816536,-16.587914,3.4067907,-0.7149048,-4.163212,5.4754972,4.5084305,4.9394712,-2.7873774,6.5258946,0.31701994
1-115920-B-22.wav,clapping,0.039995577,0.17228143063583815,3037.710680109109,-173.47383,46.99175,-67.36171,-23.28658,-2.4961462,-9.859552,-4.076498,7.6746116,3.927702,1.0386422,-6.0368104,2.4422667,-3.0690882
1-115921-A-22.wav,clapping,0.020576645,0.13113315119219654,2441.6774314517243,-266.86566,78.63663,-68.026825,-23.133596,2.8138266,-9.706893,-7.3108025,5.7511444,7.9644303,0.51717186,-2.959133,5.967282,-2.9320118
1-116765-A-41.wav,chainsaw,0.17201771,0.0963663972182081,2270.7869175639366,-66.71285,86.02165,-28.867476,6.993173,-28.458336,-4.2354865,-21.226099,1.1274283,-11.377958,4.9342833,-9.046733,-5.403473,-9.433806
1-11687-A-47.wav,airplane,0.23782763,0.16516042720375723,3064.7249666755342,-27.347492,65.96709,7.745585,38.16884,12.220333,15.104268,5.8581347,8.343595,-4.5085025,3.092144,-13.808069,10.804659,-2.0191016
1-118206-A-31.wav,mouse_click,0.0034057423,0.08685196893063583,2969.2283797929026,-522.7616,59.435806,11.220363,4.2931633,4.505999,16.481215,20.428074,26.264196,13.283141,10.511921,2.2645545,4.424293,0.6038668
1-118559-A-17.wav,pouring_water,0.007760959,0.25562511289739887,3409.2148251584717,-431.63855,24.193949,-57.157753,20.161081,-19.924622,-15.005813,-15.962119,0.0522383,-8.732574,5.1552644,-7.0249863,-2.2972255,-9.271436
1-119125-A-45.wav,train,0.15260983,0.02174121658236994,992.2112073606907,-185.45575,132.68416,23.401201,53.085518,3.046646,27.73407,14.05728,14.377371,13.583872,6.3230863,-4.740859,8.226206,-3.1713169
1-121951-A-8.wav,sheep,0.011483995,0.04307882496387283,1096.2288216351749,-501.94553,124.59453,-16.173601,29.071978,4.068528,9.202658,3.5568392,17.470356,10.6058655,19.895964,10.090085,9.977166,9.473678
1-12653-A-15.wav,water_drops,0.028595868,0.0859431448699422,2417.829000390996,-350.1874,92.68886,-2.7750242,0.9998448,6.2752585,21.134747,9.342918,5.3079977,4.987472,1.6389128,-14.4928,-19.917543,-19.816816
1-12654-A-15.wav,water_drops,0.011296481,0.08307272850433527,2720.6251613071818,-483.1428,75.99669,15.464146,21.492289,9.344305,12.996617,5.339902,6.6490107,-0.27075902,0.02430617,-2.0075815,-1.6247989,-5.8831315
1-12654-B-15.wav,water_drops,0.0088040875,0.08193528721098266,2614.735968420028,-482.3525,82.130936,17.57939,22.04315,13.57723,14.384842,6.34062,4.7115197,-2.3269682,0.20574726,-2.584159,-2.2642622,-7.394902
1-13571-A-46.wav,church_bells,0.14190452,0.06628770773121387,1243.4518265244137,-207.9678,141.86131,-46.305817,11.566854,-6.334735,-10.994043,-18.811789,-0.7975224,-0.6278212,16.068882,1.3344748,-14.986834,-28.661222
1-13572-A-46.wav,church_bells,0.13707761,0.07766212066473989,1489.932821649702,-252.58174,127.04455,-21.13194,0.4007323,-9.335114,-16.760914,-20.548906,-13.093945,-5.9998207,7.1508465,8.286477,-0.2751894,0.34063518
1-13613-A-37.wav,clock_alarm,0.13043454,0.34982388005780346,3473.653391763167,-110.247925,29.195587,-69.775536,68.916954,-24.769196,6.7068396,-5.751358,-5.5649295,-20.999498,16.393644,-0.12976947,11.061029,1.6497614
1-137-A-32.wav,keyboard_typing,0.009745618,0.06466763005780347,2607.8627131060184,-404.48798,64.24385,-23.76835,26.52135,-0.4348162,8.706284,10.967945,4.7612653,2.8681855,15.591492,3.0152516,15.133127,6.4536195
1-137296-A-16.wav,wind,0.15049435,0.01694589956647399,730.6473723210363,-225.91881,134.74915,27.696438,77.13656,14.209272,22.609528,18.194881,8.693366,-3.2639542,6.101173,2.3125288,2.8635902,-0.1782893
1-14262-A-37.wav,clock_alarm,0.07460516,0.8172812048410405,6773.276998699476,-225.05597,-4.0135717,-45.18138,-48.98513,-9.747489,-27.965466,10.11787,-24.26777,11.58771,-0.90886974,9.46492,14.76236,7.7916064
1-155858-A-25.wav,footsteps,0.0067022187,0.21091492052023122,3286.2213606970167,-372.9178,69.99077,-7.4136257,-13.822554,-9.019942,-3.1130054,-10.340284,-8.274143,-11.050253,-2.7497349,-5.6042123,-1.8826238,-7.189753
1-155858-B-25.wav,footsteps,0.012660561,0.18728831737716764,3175.579414954866,-340.6229,69.37716,-17.064884,-10.169219,-8.849465,-3.2400787,-9.013651,-5.107109,-11.613012,-4.671212,-6.315484,-3.8216856,-8.56447
1-155858-C-25.wav,footsteps,0.011412381,0.18372075957369943,2969.805983767369,-351.21066,77.13535,-19.275389,-10.705217,-7.1670365,-2.409555,-8.29576,-7.3274074,-11.507583,-4.5540586,-5.297916,-2.4810064,-7.360456
1-155858-D-25.wav,footsteps,0.01899196,0.16240855310693642,2810.5749509661664,-324.8367,82.50878,-24.44876,-15.623493,-8.069728,-4.2647605,-12.602348,-9.483362,-10.301322,-3.6507633,-5.155137,-3.4960458,-9.604121
1-155858-E-25.wav,footsteps,0.045274913,0.1131203712066474,2492.4252831790604,-300.00824,92.22018,-9.752113,2.7999494,-9.796663,-7.002522,-11.789789,-17.283955,-18.77468,-8.066,-13.436597,-13.462614,-16.283543
1-155858-F-25.wav,footsteps,0.008117772,0.19132439938583815,3291.041698093553,-387.97202,69.76613,-1.1687763,-7.0986695,-8.191714,-2.428124,-8.723531,-4.0668,-8.284331,-3.066292,-5.902576,-1.8934146,-6.3026104
1-15689-A-4.wav,frog,0.07643821,0.09576239613439307,3212.822163718124,-403.49945,28.719145,-27.709742,11.347959,15.848965,10.549632,2.379443,15.482776,8.686962,10.252571,-5.886003,8.626493,6.9068766
1-15689-B-4.wav,frog,0.07174218,0.10818957731213873,3101.828601341762,-406.45178,40.994087,-18.969025,18.021544,20.133501,15.841156,4.131376,19.631437,12.46424,9.955409,-2.3010032,8.966103,5.29675
1-160563-A-48.wav,fireworks,0.022927213,0.14093264541184972,2388.9986223723463,-318.75168,103.17853,-17.465681,0.92322415,-8.127999,9.12845,-4.6323414,2.0248525,-13.174098,-0.3074659,-1.790273,4.003162,-4.2243304
1-160563-B-48.wav,fireworks,0.020461299,0.07482275108381503,1745.9826878185752,-410.30838,126.793205,17.689716,12.180141,-0.8789789,7.9644938,-8.872405,-1.8747809,-13.133231,-5.473246,-3.3879704,3.3021064,-2.7239296
1-16568-A-3.wav,cow,0.27294353,0.04874062951589595,1977.1079365300832,-318.1367,51.49689,-13.602144,13.526977,7.4123693,3.4351292,1.7489504,-1.2660276,-3.9181542,-0.85405856,1.678489,-1.0578952,-1.9056879
1-16746-A-15.wav,water_drops,0.0072524855,0.033197480130057806,971.6349099289889,-683.67456,18.941395,6.843615,11.403455,3.619623,-0.41269636,4.1514335,4.6162915,0.72077674,1.191971,-0.5920037,-0.7143253,-0.21721506
1-17092-A-27.wav,brushing_teeth,0.008951966,0.21153867864884393,3278.5254968137406,-299.95303,43.342247,-29.361399,27.674475,5.4206367,5.549175,8.579182,4.69017,4.2276936,11.700068,-1.759994,7.677952,3.7594473
1-17092-B-27.wav,brushing_teeth,0.0056811976,0.14557272850433525,2834.2234699005003,-444.9342,37.46072,-10.616628,14.796157,5.048232,4.8612766,12.392628,18.46198,5.3410883,5.3047857,-3.7750378,2.8845658,4.6592727
1-17124-A-43.wav,car_horn,0.0525297,0.02665789830202312,369.35718332708774,-502.71017,22.355196,-15.939542,3.06593,-1.7119647,3.2710695,-2.7495131,3.78576,-0.62117165,0.37090844,-0.65907073,0.89471674,-0.1234554
1-17150-A-12.wav,crackling_fire,0.03050663,0.09617729407514451,3186.0089943909647,-284.53845,58.286602,21.449274,28.702854,28.559198,7.4023423,-0.97669655,25.822224,-6.6840086,3.9922595,-2.3178747,6.697624,-5.4997716
1-172649-A-40.wav,helicopter,0.17877005,0.32393368406791906,4557.671943993348,-21.024279,31.284485,56.010696,24.234997,10.283429,17.415972,-7.695122,12.359691,6.2720537,1.0534973,0.15068503,7.326306,-1.6846119
1-172649-B-40.wav,helicopter,0.16745529,0.2463759934971098,4254.9511915005005,-40.34872,41.304955,59.368443,26.579311,14.716162,16.299074,-9.456542,7.194906,3.0890782,1.0433209,0.8891291,9.774971,-3.6295314
1-172649-C-40.wav,helicopter,0.14674903,0.1598740065028902,3850.8254155538784,-63.171402,58.170723,48.776047,13.959556,21.802792,14.597818,-7.712699,1.7717317,15.421782,-2.059601,6.030049,3.9662106,2.487154
1-172649-D-40.wav,helicopter,0.1677594,0.1767578125,3757.186870927307,-57.50401,59.265377,32.875614,-1.7942473,22.348232,24.476528,0.45633525,15.146443,4.510891,6.55147,6.4599752,-0.6237629,1.8076085
1-172649-E-40.wav,helicopter,0.16599983,0.07717383941473989,2359.9043551396685,-95.80821,88.57191,28.12797,8.1676855,25.11244,23.134893,-0.37341416,18.506863,5.8923607,6.748236,1.0290953,7.1480584,-6.6228523
1-172649-F-40.wav,helicopter,0.18156599,0.100269824783237,2375.249376536822,-26.544273,99.570625,7.2502966,-14.310826,0.3677139,26.348415,3.9494622,16.446226,6.293576,10.51009,3.4457617,0.39867863,-9.5026
1-17295-A-29.wav,drinking_sipping,0.09009476,0.03793917088150289,1402.6537656708094,-322.53568,128.84338,32.487106,31.479046,-3.1994503,-9.301528,-6.9974866,12.448887,6.9366527,4.7981133,1.1396139,8.293199,1.4098973
1-17367-A-10.wav,rain,0.08781156,0.2566468343569364,3203.2987805846797,-86.49432,76.49597,-100.84576,66.483246,-40.68477,60.375034,-39.69026,46.014256,-21.739998,23.488699,-15.703814,16.400383,-2.370309
1-17565-A-12.wav,crackling_fire,0.028220527,0.10509054371387283,3296.9605434602636,-241.37198,51.890186,-5.564688,25.726376,7.9737067,6.538893,-2.050572,15.422555,0.09999227,11.547882,5.3214593,12.909936,3.5165257
1-17585-A-7.wav,insects,0.06196552,0.14394700596098267,2840.6500867213254,-207.57413,67.42724,-10.553194,-8.550695,-34.31831,-21.313242,-19.529867,-25.754082,-24.398556,-19.740368,-23.926817,-17.521185,-14.45153
1-17742-A-12.wav,crackling_fire,0.009148121,0.3102053603684971,4818.375990013838,-342.298,20.31521,22.940296,19.30231,3.7608113,9.663313,1.4767878,3.6900156,-4.15087,1.4252877,-2.1182456,2.6417456,-1.5995328
1-17808-A-12.wav,crackling_fire,0.052396785,0.027338105130057803,1781.647257563397,-295.9676,73.72129,14.108514,32.23272,18.82583,18.75463,11.57181,16.853487,18.24674,11.348575,4.788052,11.507512,10.635483
1-17808-B-12.wav,crackling_fire,0.030233532,0.030033530527456647,1757.091243907921,-344.81775,76.46804,19.491575,36.845432,22.550047,18.032566,13.710149,18.313225,16.98985,12.395273,6.935175,11.228147,7.241932
1-1791-A-26.wav,laughing,0.032879505,0.03619490606936416,914.6069503388619,-470.0915,61.00752,-8.4706335,12.209485,1.1707237,0.6520857,-4.9960318,0.8088154,1.7296333,8.134409,4.4670515,2.9930587,-1.4563746
1-17970-A-4.wav,frog,0.14369458,0.11991114974710983,1735.7012285556202,-184.18965,130.0446,-82.765366,16.370146,10.5372305,-3.2668192,-36.369522,-41.18252,-4.8400316,-13.055266,2.478421,7.3702846,-8.9040165
1-18074-A-6.wav,hen,0.05797245,0.08128048229768786,2398.078733846985,-411.59366,85.70308,3.4396412,-4.161334,-7.5487,-9.093954,2.585955,9.8992605,6.1590514,10.663681,6.2073665,0.8449514,1.1214076
1-18074-B-6.wav,hen,0.018624276,0.09725546423410404,2327.390809942872,-420.9105,97.83144,3.3256536,-5.002015,-13.536338,-13.530309,-4.119467,12.287451,10.377083,14.249267,7.6478744,5.036676,-1.7904394
1-181071-A-40.wav,helicopter,0.100969374,0.0489890037933526,969.4134361371124,-182.40463,214.04529,-57.751816,47.791195,-15.718476,0.6377256,-4.6557145,-15.007841,-10.059856,-11.914457,-7.821355,-6.159088,1.5312802
1-181071-B-40.wav,helicopter,0.13364324,0.0460621387283237,898.0273432019783,-163.83594,211.39491,-43.626858,42.96248,-13.252083,2.1166127,-8.60128,-6.26604,-11.766932,-6.9167247,-7.866165,-8.966873,1.7660093
1-18527-A-44.wav,engine,0.06448387,0.04063177384393064,1457.6542468144492,-205.89993,134.64175,-32.498074,26.063248,-4.1674976,18.116545,6.0462427,13.708036,4.0940804,6.1756654,3.764507,14.608236,2.848868
1-18527-B-44.wav,engine,0.122585185,0.012830789378612716,874.8280772991978,-220.1411,167.12762,-22.38224,24.344854,-2.5804837,24.197361,11.7329035,9.3434,8.088869,14.2725725,1.9321768,14.125915,6.2194467
1-18631-A-23.wav,breathing,0.059862763,0.060134799494219654,1353.1021488925144,-325.62064,145.2964,-15.324492,17.140295,0.5567255,13.601401,13.356601,-3.3678155,-5.8127666,3.7592716,7.4698534,-5.411022,-4.032435
1-18655-A-31.wav,mouse_click,0.0073619187,0.026942964234104045,972.5770708116224,-670.8148,22.74669,13.160247,4.7408366,4.056047,1.0385991,1.3850902,4.1614075,1.924973,2.4337842,3.5399404,4.92129,4.9021926
1-187207-A-20.wav,crying_baby,0.16930528,0.07544086434248555,1592.1259424924608,-276.32095,95.806496,-11.931991,9.615909,-20.446981,5.3192244,2.5642426,-7.2296014,9.885672,6.6308546,2.938949,-0.8693267,-5.335127
1-18755-A-4.wav,frog,0.11712833,0.14238337698699421,2112.179058603318,-158.89868,112.57092,-99.7448,25.383753,1.8203121,-1.5501941,17.887926,-13.097671,12.164742,-0.51817214,-11.434744,9.199391,-0.052287374
1-18755-B-4.wav,frog,0.0816059,0.1378420791184971,2297.328480787344,-150.27635,93.137024,-74.04812,13.976537,3.4924529,-6.5534534,4.3443503,3.7197058,-7.1298914,7.3690586,-10.934159,6.102807,7.373799
1-18757-A-4.wav,frog,0.09780498,0.09841266257225434,1649.3749165964123,-216.67545,137.86156,-73.222374,14.049546,7.68047,15.96194,23.544806,-20.270996,2.9331408,4.3149347,-9.480749,7.9811435,3.5002017
1-18810-A-49.wav,hand_saw,0.08869802,0.20273832640895953,3466.7463760413043,-165.30971,44.884975,-12.983435,7.328188,0.04989472,6.666103,1.9327555,11.634989,4.7992387,12.284836,4.2727194,7.09749,3.7029395
1-19026-A-43.wav,car_horn,0.120234855,0.03909354678468208,894.1863133106833,-448.80142,32.65521,4.187651,4.227107,-1.1165969,0.75883186,-0.7301066,2.5981457,-5.1127753,-0.7486157,-1.0144476,0.2063514,3.1075287
1-19111-A-24.wav,coughing,0.04912425,0.037075505780346824,578.321701642901,-518.6688,19.889687,-13.509547,2.8020027,-0.083754346,-3.953067,1.2110777,-0.11896861,-5.556013,2.9858055,0.9143174,-0.5156025,-1.1771245
1-19118-A-24.wav,coughing,0.0038382849,0.013824286488439306,306.5103764557907,-811.47595,17.926739,-0.42807522,3.803766,-2.316995,-3.9162958,-0.39212182,2.4359832,-0.7702777,2.5474355,1.0636733,0.27154484,-1.2487819
1-19501-A-7.wav,insects,0.056774575,0.04790236632947977,1032.5565325097978,-442.3972,32.893288,1.3739702,3.9393232,-1.9832397,-1.8163525,0.5346382,-0.4969875,-4.342447,-0.30693716,-2.4193797,-2.822646,-1.7035544
1-196660-A-8.wav,sheep,0.034287844,0.07100964143786127,1527.386130682908,-265.0346,139.19759,-38.89232,34.928642,6.067374,-8.894593,-16.75865,2.604374,-4.723551,4.470024,3.468327,6.548993,-2.8762472
1-196660-B-8.wav,sheep,0.04158889,0.101418555816474,1594.3587860489847,-214.53296,147.52567,-64.1994,31.195526,6.2840004,-2.4263089,-15.788591,10.4606085,-2.5298197,9.199105,8.900761,-1.4229921,-9.104233
1-19840-A-36.wav,vacuum_cleaner,0.02621179,0.22042370393786126,3407.214810555289,-160.7331,55.619026,-15.45676,10.574515,-7.6696377,7.66254,-2.7495127,3.3309143,-15.378878,5.649783,-13.767869,0.7095058,-11.781121
1-19872-A-36.wav,vacuum_cleaner,0.107580125,0.11787617413294797,2911.6288783969444,-65.570175,67.995125,-15.670783,20.825779,-0.29339933,16.34345,-0.6791442,8.39284,-8.621646,6.7452116,-12.7777405,-6.55272,-18.631718
1-19872-B-36.wav,vacuum_cleaner,0.07682613,0.15212924494219654,3127.988907915785,-88.760925,60.500248,-13.396002,22.673204,-12.206373,9.095552,-7.9129505,6.8043256,-4.6687975,13.558314,-12.2297325,-4.0654573,-19.85826
1-19898-A-41.wav,chainsaw,0.070054576,0.1287481936416185,2745.6321814306702,-142.34572,86.629616,7.113586,12.402029,-4.641495,15.222134,-10.76098,-2.7388911,2.3629858,-2.8045633,-5.432656,-5.613306,-9.401509
1-19898-B-41.wav,chainsaw,0.13706274,0.1720302339234104,2982.6462273384527,-57.327126,67.19118,-15.649784,0.3015486,-10.42139,11.728398,-12.312491,0.55949104,-6.0389776,-6.932651,-7.105226,-9.420692,-13.042949
1-19898-C-41.wav,chainsaw,0.09840286,0.14706861903901733,2941.341948371268,-130.84837,74.510216,-9.772909,-0.34584072,-5.0063996,6.7043047,-11.367529,-3.9843924,-1.5150379,-7.345915,-9.934504,-10.655112,-9.392589
1-20133-A-39.wav,glass_breaking,0.18075211,0.1455134573699422,2734.954597027718,-235.49576,41.293118,13.401796,17.097239,5.7699103,10.636104,2.6697679,9.264863,2.4094524,4.061597,1.04764,4.490413,0.6254668
1-202111-A-3.wav,cow,0.18698217,0.06495551842485549,1939.8406312468403,-230.5651,107.94222,21.353474,8.703664,5.9145856,21.417732,-7.2399435,9.993862,-6.7150583,-9.028823,-12.239435,-8.23681,-4.2008824
1-20545-A-28.wav,snoring,0.05941811,0.03247493677745665,1321.443939331894,-414.95914,64.323166,16.57173,38.525917,22.423958,21.216232,14.905389,18.936071,12.745811,15.855752,-0.8418816,10.804255,4.6072483
1-20736-A-18.wav,toilet_flush,0.27601442,0.2255718253251445,3493.8771375636743,28.994083,44.86715,-24.367065,-4.882671,-16.871761,-10.732372,-10.549819,-8.546611,-9.863217,-8.215753,-10.162479,-8.432753,-17.347557
1-208757-A-2.wav,pig,0.3052281,0.08551977962427745,1652.0327391724056,-34.718452,131.17093,-25.49937,14.85809,-28.805742,-1.3170046,-6.0998125,-8.850397,-20.542799,-6.7687006,-5.043432,-6.623541,-12.035186
1-208757-B-2.wav,pig,0.11694451,0.09795260567196531,1951.176346914183,-128.60844,113.9558,-18.735756,24.68934,-28.836338,-5.441233,-4.8088603,-4.2511935,-14.758004,-6.8891163,-8.957979,-3.2755685,-6.9305286
1-208757-C-2.wav,pig,0.12024975,0.1057905075867052,1999.36572118045,-110.975105,113.6369,-24.99713,16.215899,-22.991352,-1.1135544,-2.168516,-2.948087,-12.438285,-5.114116,-11.216239,-3.427879,-4.101053
1-208757-D-2.wav,pig,0.19000186,0.09191823970375723,1781.6991158614132,-74.51066,128.08209,-33.085682,19.638908,-18.694452,1.6477786,0.35817766,-5.2935367,-17.081293,-3.340766,-11.299906,-4.296063,-6.7441335
1-208757-E-2.wav,pig,0.103413805,0.07303332731213873,1600.2557829480868,-140.15466,135.52168,-25.799591,25.806189,-17.622347,6.3004017,1.1823705,-3.2907414,-15.759928,-7.821233,-14.6206,-6.7913065,-6.344818
1-211527-A-20.wav,crying_baby,0.082179554,0.18317602962427745,3010.7709808918266,-293.31482,16.788872,-44.684868,22.838915,-7.9337378,-1.5619099,13.441649,8.718548,4.8185863,-2.7468872,-0.014173607,8.365157,6.2374754
1-211527-B-20.wav,crying_baby,0.07684189,0.100902050216763,2233.4076798206474,-208.6305,85.870285,-52.18592,9.657754,-21.483406,4.3464947,15.862667,9.910991,-0.36113912,-4.1611724,1.9439983,5.4999695,1.1989859
1-211527-C-20.wav,crying_baby,0.10088767,0.19359363710260116,3219.662360258597,-248.4442,-5.900083,-56.05498,8.391481,-24.140253,-8.442839,21.057299,5.0490704,-5.0000052,-6.9826937,1.6932641,13.110548,5.1185675
1-21189-A-10.wav,rain,0.08748438,0.28568969020953755,3646.964564399398,-37.6553,32.447914,-45.341606,10.570558,-19.639412,7.4620566,-6.0747833,9.05598,-16.570524,5.1374207,-9.629941,10.299497,-11.002242
1-21421-A-46.wav,church_bells,0.19307905,0.09924810332369942,1599.1452095075783,-91.68289,134.06987,-48.80419,21.835728,2.152492,10.817392,-1.4354749,7.6713767,-0.44962117,-1.9831399,-9.277492,-4.381918,0.3313013
1-21896-A-35.wav,washing_machine,0.14745463,0.04500372561416185,2212.225093942388,-116.28996,80.085075,9.465321,13.596403,16.080496,13.667816,10.952295,13.320289,10.532821,16.305994,-6.469063,5.1505294,13.984799
1-21934-A-38.wav,clock_tick,0.027674997,0.0236040236632948,982.263687399782,-469.99323,117.11118,31.290705,35.5885,38.701195,36.869373,8.009817,6.201344,6.6684923,10.127633,10.003048,4.52912,0.113530636
1-21935-A-38.wav,clock_tick,0.02723252,0.0752037798049133,2497.83539267273,-328.2344,87.72915,-0.03078174,15.929161,3.8953123,6.0024548,2.1458957,2.7179072,-6.290818,-4.8724365,1.6211426,2.364025,-8.445583
1-223162-A-25.wav,footsteps,0.031507336,0.0040699512283237,168.6042543022994,-555.77563,12.706081,2.1044433,1.7625856,0.66696864,1.670805,1.0365297,0.57578236,0.21918121,0.32607186,0.29819015,0.46510217,0.1929279
1-22694-A-20.wav,crying_baby,0.08647595,0.18235187861271676,3236.6279797095553,-313.71527,55.02504,-16.716064,-0.32316357,6.3578253,3.630688,0.70702,12.262519,2.55587,2.1547835,-4.1774197,-0.1454157,-8.318306
1-22694-B-20.wav,crying_baby,0.07137887,0.14348977149566475,2861.258522453946,-349.69116,68.93788,-3.6360598,9.366368,11.024006,13.847695,-1.0997219,14.496065,-1.3725861,3.340881,-5.2410645,3.1866484,-3.3696246
1-22804-A-46.wav,church_bells,0.22379589,0.13330078125,2044.9834580847212,-55.745506,103.18576,-53.995186,15.591365,-17.05654,3.926779,3.6220562,0.6077379,-8.618807,2.7065372,2.4235084,7.8728375,1.2249931
1-22882-A-44.wav,engine,0.091948606,0.06465634031791907,1770.177091519055,-120.41187,124.08497,-49.316986,32.54937,-5.027041,23.049145,5.1130357,15.518855,4.443244,6.335613,0.21842544,15.446116,-2.7813032
1-23094-A-15.wav,water_drops,0.013525715,0.14970477330202311,2933.871206932135,-448.58572,42.86638,-46.00326,-28.999594,-30.412928,-43.89942,-45.627113,-23.090979,-25.487621,-13.283088,-20.0867,-4.0882006,-1.3386368
